,la_name,Region,ONS code,total_comms,n_above_avg_comms,p_above_avg_comms,total_gms,n_above_avg_gms,p_above_avg_gms,total_fms,n_above_avg_fms,p_above_avg_fms,total_problem_solving,n_above_avg_problem_solving,p_above_avg_problem_solving,total_personal_social,n_above_avg_personal_social,p_above_avg_personal_social,total_overall,n_above_avg_overall,p_above_avg_overall,date,total_kids_hv,eyfsp_score,response_rate_census,response_rate_hv,response_rate_combined,response_rate_warning
138,Bristol,South West,E06000023,1106,995,0.8996383363471971,1106,1071,0.9683544303797469,1106,1066,0.9638336347197106,1106,1069,0.9665461121157324,1106,1059,0.9575045207956601,1106,953,0.8616636528028933,July 2021 - September 2021,1242,,0.8785245268443415,0.8912617554858934,0.8848931411651174,No
139,Cornwall and Isles of Scilly,South West,E06000052,1018,934,0.9174852652259332,1018,993,0.9754420432220039,1018,1001,0.9833005893909627,1018,989,0.9715127701375246,1018,974,0.9567779960707269,1018,913,0.8968565815324165,July 2021 - September 2021,1123,,Could Not Calculate Response Rate,0.9092945128779395,0.9092945128779395,No
140,Devon,South West,E10000008,1014,919,0.9063116370808678,1014,973,0.9595660749506904,1014,985,0.9714003944773175,1014,961,0.9477317554240631,1014,963,0.9497041420118343,1014,885,0.8727810650887574,July 2021 - September 2021,1732,,0.5316214233308878,0.5078497336697505,0.5197355785003192,No
141,Dorset,South West,E06000059,575,489,0.8504347826086956,575,495,0.8608695652173913,575,497,0.8643478260869565,575,508,0.8834782608695653,575,498,0.8660869565217392,575,494,0.8591304347826086,July 2021 - September 2021,686,,0.7415416811998605,0.7560455192034139,0.7487936002016372,No
142,Gloucestershire,South West,E10000013,1243,1037,0.834271922767498,1243,1164,0.9364440868865648,1243,1205,0.9694288012872083,1243,1177,0.9469026548672567,1243,1160,0.9332260659694288,1243,1005,0.8085277554304103,July 2021 - September 2021,1444,,0.8490596367143546,0.8329916416968932,0.8410256392056239,No
143,North Somerset,South West,E06000024,279,238,0.8530465949820788,279,275,0.985663082437276,279,269,0.96415770609319,279,271,0.9713261648745519,279,266,0.953405017921147,279,229,0.8207885304659498,July 2021 - September 2021,556,,0.5379777455249153,0.5006753714542999,0.5193265584896076,No
144,Plymouth,South West,E06000026,415,333,0.8024096385542169,415,393,0.946987951807229,415,391,0.9421686746987952,415,381,0.9180722891566265,415,370,0.891566265060241,415,314,0.7566265060240964,July 2021 - September 2021,702,,0.6509470429068419,0.5971631205673759,0.6240550817371089,No
145,Somerset,South West,E10000027,1039,834,0.8026948989412896,1039,876,0.8431183830606352,1039,871,0.8383060635226179,1039,863,0.8306063522617901,1039,863,0.8306063522617901,1039,870,0.8373435996150145,July 2021 - September 2021,1084,,0.769461639467267,0.989387361312108,0.8794245003896874,No
146,South Gloucestershire,South West,E06000025,259,235,0.9073359073359073,259,247,0.9536679536679536,259,247,0.9536679536679536,259,242,0.9343629343629344,259,237,0.915057915057915,259,217,0.8378378378378378,July 2021 - September 2021,767,,0.586057336295356,0.5633201098565761,0.5746887230759661,No
147,Swindon,South West,E06000030,555,492,0.8864864864864865,555,537,0.9675675675675676,555,538,0.9693693693693693,555,526,0.9477477477477477,555,521,0.9387387387387387,555,483,0.8702702702702703,July 2021 - September 2021,685,,0.8547297297297297,0.8114754098360656,0.8331025697828977,No
148,Torbay,South West,E06000027,160,153,0.95625,160,134,0.8375,160,149,0.93125,160,136,0.85,160,160,1,160,122,0.7625,July 2021 - September 2021,208,,0.5853448275862069,0.7724687144482366,0.6789067710172217,No
149,Wiltshire,South West,E06000054,889,820,0.922384701912261,889,835,0.9392575928008999,889,853,0.9595050618672666,889,833,0.937007874015748,889,829,0.9325084364454443,889,777,0.8740157480314961,July 2021 - September 2021,1225,,0.7758689572512985,0.7647174640677299,0.7702932106595142,No
0,County Durham,North East,E06000047,1111,1007,0.9063906390639064,1111,1058,0.9522952295229523,1111,1075,0.9675967596759676,1111,1044,0.9396939693969397,1111,1041,0.936993699369937,1111,953,0.8577857785778578,October 2021 - December 2021,1120,,0.8945726762320648,0.9089372491020494,0.9017549626670571,No
1,Darlington,North East,E06000005,247,dk,-,247,242,0.979757085020243,247,238,0.9635627530364372,247,237,0.9595141700404858,247,233,0.9433198380566802,247,244,0.9878542510121457,October 2021 - December 2021,242,,1.0372137404580153,1.0502415458937198,1.0437276431758675,No
2,Gateshead,North East,E08000037,327,276,0.8440366972477065,327,305,0.9327217125382263,327,304,0.9296636085626911,327,301,0.9204892966360856,327,296,0.9051987767584098,327,263,0.8042813455657493,October 2021 - December 2021,469,,0.7525252525252525,0.8084644601193706,0.7804948563223115,No
3,Hartlepool,North East,E06000001,163,139,0.852760736196319,163,145,0.8895705521472392,163,125,0.7668711656441718,163,153,0.9386503067484663,163,145,0.8895705521472392,163,107,0.656441717791411,October 2021 - December 2021,230,,0.9350104821802935,0.8893320039880359,0.9121712430841646,No
4,Middlesbrough,North East,E06000002,414,364,0.8792270531400966,414,400,0.966183574879227,414,396,0.9565217391304348,414,385,0.9299516908212561,414,380,0.9178743961352657,414,346,0.8357487922705314,October 2021 - December 2021,404,,0.9058139534883721,0.9599507085643869,0.9328823310263795,No
5,Newcastle upon Tyne,North East,E08000021,576,479,0.8315972222222222,576,535,0.9288194444444444,576,534,0.9270833333333334,576,516,0.8958333333333334,576,520,0.9027777777777778,576,458,0.7951388888888888,October 2021 - December 2021,742,,0.644233910486769,0.6336760925449871,0.638955001515878,No
6,North Tyneside,North East,E08000022,366,339,0.9262295081967213,366,359,0.9808743169398907,366,359,0.9808743169398907,366,355,0.9699453551912568,366,353,0.9644808743169399,366,315,0.860655737704918,October 2021 - December 2021,574,,0.7818096135721018,0.7231909328683522,0.7525002732202271,No
7,Northumberland,North East,E06000057,582,541,0.929553264604811,582,562,0.9656357388316151,582,557,0.9570446735395189,582,550,0.9450171821305842,582,550,0.9450171821305842,582,522,0.8969072164948454,October 2021 - December 2021,665,,0.9163816039528696,0.8939562476826103,0.90516892581774,No
8,Redcar and Cleveland,North East,E06000003,314,280,0.89171974522293,314,297,0.945859872611465,314,296,0.9426751592356688,314,301,0.9585987261146497,314,298,0.9490445859872612,314,269,0.856687898089172,October 2021 - December 2021,344,,0.8923533778767632,0.8970149253731343,0.8946841516249487,No
9,South Tyneside,North East,E08000023,358,294,0.8212290502793296,358,305,0.8519553072625698,358,278,0.776536312849162,358,304,0.8491620111731844,358,295,0.8240223463687151,358,251,0.7011173184357542,October 2021 - December 2021,364,,1.003408316291752,0.9879194630872483,0.9956638896895001,No
10,Stockton on Tees,North East,E06000004,438,386,0.8812785388127854,438,416,0.9497716894977168,438,416,0.9497716894977168,438,402,0.9178082191780822,438,397,0.906392694063927,438,364,0.8310502283105022,October 2021 - December 2021,527,,0.8527430221366699,0.8515136953387794,0.8521283587377246,No
11,Sunderland,North East,E08000024,565,501,0.8867256637168142,565,548,0.9699115044247788,565,552,0.9769911504424779,565,550,0.9734513274336283,565,544,0.9628318584070796,565,487,0.8619469026548673,October 2021 - December 2021,616,,0.8766184310738766,0.9312297734627831,0.9039241022683299,No
12,Blackburn with Darwen,North West,E06000008,452,330,0.7300884955752213,452,426,0.9424778761061947,452,422,0.9336283185840708,452,412,0.911504424778761,452,411,0.9092920353982301,452,327,0.7234513274336283,October 2021 - December 2021,516,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
13,Blackpool,North West,E06000009,327,218,0.6666666666666666,327,257,0.7859327217125383,327,259,0.7920489296636085,327,254,0.7767584097859327,327,247,0.7553516819571865,327,213,0.6513761467889908,October 2021 - December 2021,414,,0.8839662447257384,0.7925598991172762,0.8382630719215073,No
14,Bolton,North West,E08000001,742,608,0.8194070080862533,742,672,0.9056603773584906,742,654,0.8814016172506739,742,668,0.9002695417789758,742,653,0.8800539083557951,742,551,0.7425876010781671,October 2021 - December 2021,859,,0.7552934870008041,0.8049128820337047,0.7801031845172544,No
15,Bury,North West,E08000002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,October 2021 - December 2021,-,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
16,Cheshire East,North West,E06000049,884,771,0.8721719457013575,884,772,0.8733031674208145,884,873,0.9875565610859729,884,847,0.9581447963800905,884,829,0.9377828054298643,884,586,0.6628959276018099,October 2021 - December 2021,1003,,0.8883116883116883,0.8693441789527199,0.878827933632204,No
17,Cheshire West and Chester,North West,E06000050,620,539,0.8693548387096774,620,596,0.9612903225806452,620,598,0.964516129032258,620,586,0.9451612903225807,620,581,0.9370967741935484,620,504,0.8129032258064516,October 2021 - December 2021,817,,0.7647743813682678,0.7679041216018708,0.7663392514850693,No
18,Cumbria,North West,E10000006,541,DK,-,541,DK,-,541,DK,-,541,DK,-,541,DK,-,541,DK,-,October 2021 - December 2021,1083,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
19,Halton,North West,E06000006,242,204,0.8429752066115702,242,223,0.9214876033057852,242,231,0.9545454545454546,242,222,0.9173553719008265,242,222,0.9173553719008265,242,213,0.8801652892561983,October 2021 - December 2021,376,,0.7259887005649718,0.7374461979913917,0.7317174492781817,No
20,Knowsley,North West,E08000011,265,225,0.8490566037735849,265,256,0.9660377358490566,265,257,0.969811320754717,265,245,0.9245283018867925,265,246,0.9283018867924528,265,219,0.8264150943396227,October 2021 - December 2021,469,,0.5712820512820512,0.5550572994519183,0.5631696753669848,No
21,Lancashire,North West,E10000017,2314,2075,0.8967156439066551,2314,2235,0.9658599827139153,2314,2259,0.9762316335350043,2314,2191,0.9468452895419187,2314,2182,0.9429559204840103,2314,1990,0.8599827139152982,October 2021 - December 2021,3248,,0.6830544762508921,0.6648143860461526,0.6739344311485224,No
22,Liverpool,North West,E08000012,1194,985,0.8249581239530989,1194,1153,0.9656616415410385,1194,1136,0.9514237855946399,1194,1128,0.9447236180904522,1194,1114,0.932998324958124,1194,941,0.788107202680067,October 2021 - December 2021,1291,,0.941909509202454,0.9275061355484236,0.9347078223754388,No
23,Manchester,North West,E08000003,1232,1018,0.8262987012987013,1232,1187,0.963474025974026,1232,1152,0.935064935064935,1232,1156,0.9383116883116883,1232,1127,0.9147727272727273,1232,959,0.7784090909090909,October 2021 - December 2021,1751,,0.7442255916111662,0.7266187050359713,0.7354221483235688,No
24,Oldham,North West,E08000004,611,560,0.9165302782324058,611,463,0.7577741407528642,611,537,0.8788870703764321,611,522,0.8543371522094927,611,540,0.88379705400982,611,371,0.6072013093289689,October 2021 - December 2021,798,,0.6942492012779553,0.6740074441687345,0.6841283227233449,No
25,Rochdale,North West,E08000005,DK,DK,-,DK,DK,-,DK,DK,-,DK,DK,-,DK,DK,-,DK,DK,-,October 2021 - December 2021,DK,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
26,Salford,North West,E08000006,675,553,0.8192592592592592,675,545,0.8074074074074075,675,447,0.6622222222222223,675,527,0.7807407407407407,675,587,0.8696296296296296,675,322,0.47703703703703704,October 2021 - December 2021,811,,0.6935300794551645,0.7419550698239222,0.7177425746395434,No
27,Sefton,North West,E08000014,625,543,0.8688,625,602,0.9632,625,602,0.9632,625,591,0.9456,625,537,0.8592,625,474,0.7584,October 2021 - December 2021,697,,0.9092592592592592,0.9092592592592592,0.9092592592592592,No
28,St Helens,North West,E08000013,397,356,0.8967254408060453,397,377,0.9496221662468514,397,360,0.906801007556675,397,374,0.9420654911838791,397,370,0.9319899244332494,397,329,0.8287153652392947,October 2021 - December 2021,488,,0.7444743935309973,0.7174025974025974,0.7309384954667973,No
29,Stockport,North West,E08000007,720,587,0.8152777777777778,720,664,0.9222222222222223,720,668,0.9277777777777778,720,673,0.9347222222222222,720,647,0.8986111111111111,720,525,0.7291666666666666,October 2021 - December 2021,779,,0.9067716535433071,0.9195145320983711,0.913143092820839,No
30,Tameside,North West,E08000008,607,499,0.8220757825370676,607,583,0.9604612850082372,607,579,0.9538714991762768,607,579,0.9538714991762768,607,559,0.9209225700164745,607,495,0.8154859967051071,October 2021 - December 2021,694,,0.8829394387001477,0.8521026372059872,0.8675210379530675,No
31,Trafford,North West,E08000009,441,400,0.9070294784580499,441,426,0.9659863945578231,441,429,0.9727891156462585,441,422,0.9569160997732427,441,421,0.9546485260770975,441,383,0.8684807256235828,October 2021 - December 2021,641,,0.717465305053679,0.7205998421468035,0.7190325736002412,No
32,Warrington,North West,E06000007,417,369,0.8848920863309353,417,403,0.9664268585131894,417,405,0.9712230215827338,417,393,0.9424460431654677,417,393,0.9424460431654677,417,388,0.9304556354916067,October 2021 - December 2021,546,,0.773371104815864,0.7548387096774194,0.7641049072466417,No
33,Wigan,North West,E08000010,642,540,0.8411214953271028,642,597,0.9299065420560748,642,599,0.9330218068535826,642,564,0.8785046728971962,642,575,0.8956386292834891,642,520,0.8099688473520249,October 2021 - December 2021,785,,0.7516758962401632,0.8029265255292652,0.7773012108847142,No
34,Wirral,North West,E08000015,606,521,0.8597359735973598,606,568,0.9372937293729373,606,574,0.9471947194719472,606,554,0.9141914191419142,606,542,0.8943894389438944,606,498,0.8217821782178217,October 2021 - December 2021,852,,0.6999065129323777,0.6714499252615844,0.685678219096981,No
35,Barnsley,Yorkshire and The Humber,E08000016,659,582,0.8831562974203339,659,630,0.9559939301972686,659,641,0.9726858877086495,659,615,0.9332321699544764,659,617,0.936267071320182,659,565,0.8573596358118362,October 2021 - December 2021,696,,0.9492273730684326,0.9290601368383147,0.9391437549533737,No
36,Bradford,Yorkshire and The Humber,E08000032,500,410,0.82,500,463,0.926,500,459,0.918,500,450,0.9,500,448,0.896,500,378,0.756,October 2021 - December 2021,1903,,0.235607821687406,0.23293226983912396,0.234270045763265,No
37,Calderdale,Yorkshire and The Humber,E08000033,347,319,0.9193083573487032,347,336,0.968299711815562,347,340,0.9798270893371758,347,333,0.9596541786743515,347,334,0.962536023054755,347,309,0.8904899135446686,October 2021 - December 2021,490,,0.7173713235294118,0.7134369287020109,0.7154041261157114,No
38,Doncaster,Yorkshire and The Humber,E08000017,774,642,0.8294573643410853,774,730,0.9431524547803618,774,733,0.9470284237726099,774,735,0.9496124031007752,774,720,0.9302325581395349,774,609,0.7868217054263565,October 2021 - December 2021,865,,0.9309163574079361,0.9217071791972866,0.9263117683026114,No
39,East Riding of Yorkshire,Yorkshire and The Humber,E06000011,663,603,0.9095022624434389,663,652,0.9834087481146304,663,655,0.9879336349924586,663,643,0.9698340874811463,663,647,0.975867269984917,663,587,0.8853695324283559,October 2021 - December 2021,688,,0.8492426910884114,0.8672661870503597,0.8582544390693856,No
40,Kingston upon Hull,Yorkshire and The Humber,E06000010,631,583,0.9239302694136292,631,622,0.9857369255150554,631,622,0.9857369255150554,631,618,0.9793977812995246,631,617,0.9778129952456418,631,560,0.8874801901743264,October 2021 - December 2021,780,,0.7929529154973496,0.8269918699186992,0.8099723927080245,No
41,Kirklees,Yorkshire and The Humber,E08000034,376,320,0.851063829787234,376,358,0.9521276595744681,376,363,0.9654255319148937,376,347,0.9228723404255319,376,349,0.9281914893617021,376,303,0.8058510638297872,October 2021 - December 2021,1211,,0.3200815494393476,0.31231350706186595,0.31619752825060676,No
42,Leeds,Yorkshire and The Humber,E08000035,1551,1307,0.842682140554481,1551,1359,0.8762088974854932,1551,1374,0.8858800773694391,1551,1343,0.865892972275951,1551,1332,0.8588007736943907,1551,1251,0.8065764023210832,October 2021 - December 2021,2246,,0.7339519650655022,0.7250080879974118,0.7294800265314569,No
43,North East Lincolnshire,Yorkshire and The Humber,E06000012,360,304,0.8444444444444444,360,347,0.9638888888888889,360,343,0.9527777777777777,360,349,0.9694444444444444,360,342,0.95,360,296,0.8222222222222222,October 2021 - December 2021,419,,0.8139255702280912,0.7962419260129184,0.8050837481205049,No
44,North Lincolnshire,Yorkshire and The Humber,E06000013,359,327,0.9108635097493036,359,344,0.958217270194986,359,349,0.9721448467966574,359,344,0.958217270194986,359,345,0.9610027855153204,359,313,0.871866295264624,October 2021 - December 2021,418,,0.9136778115501519,0.8962432915921288,0.9049605515711403,No
45,North Yorkshire,Yorkshire and The Humber,E10000023,1080,986,0.912962962962963,1080,1033,0.9564814814814815,1080,1038,0.9611111111111111,1080,1019,0.9435185185185185,1080,1015,0.9398148148148148,1080,947,0.8768518518518519,October 2021 - December 2021,1178,,0.8728797408042691,0.9291945627916413,0.9010371517979552,No
46,Rotherham,Yorkshire and The Humber,E08000018,686,508,0.7405247813411079,686,535,0.7798833819241983,686,480,0.6997084548104956,686,549,0.8002915451895044,686,526,0.7667638483965015,686,427,0.6224489795918368,October 2021 - December 2021,718,,0.9652728561304039,0.8669637173774666,0.9161182867539353,No
